repo,releases_count,open_issues_count,branches_count,pulls_count,readme_len,readme_avg_slen,readme_avg_wlen,readme_hcount,readme_snippets_count,readme_mcw,readme_example_count,readme_sample_count,readme_demonstration_count,readme_links,readme_links_count,readme_pmentions,readme_imentions,maven_projects_count,maven_plugins,maven_wars_count,maven_jars_count,maven_poms_count,junit_tests
W01fh4cker/MemshellKit,0,0,1,0.0,102,12.0,7.083333333333333,1,0,"['memshellkit', 'powerful', 'tool', 'injecting', 'memory']",0,0,0,[],0,0,0,1.0,[],0.0,1.0,0.0,0.0
vishalmysore/Tools4AI,0,0,11,15.0,46375,41.77622377622377,5.818044861064613,31,75,"['action', 'prompt', 'http', 'prediction', 'method']",26,3,0,"['swagger_actions.json. -> https://huggingface.co/spaces/VishalMysore/EnterpriseAIHub/blob/main/swagger_actions.json', 'here -> https://www.linkedin.com/pulse/enterprise-ai-hub-llm-agent-built-openai-java-vishal-mysore-0p7oc/?trackingId=iZoQDW3%2BTH6j0%2FkbEMUxFw%3D%3D', 'here -> https://github.com/vishalmysore/sam/blob/main/src/main/java/org/example/image/ImageActionExample.java', 'here -> https://medium.com/@visrow/image-recognition-and-function-calling-with-gemini-and-java-e28b0356d3de', 'ImageActionExample -> https://github.com/vishalmysore/sam/blob/main/src/main/java/org/example/image/ImageActionExample.java', 'here -> https://github.com/vishalmysore/sam/blob/main/src/main/java/org/example/image/action/EmergencyAction.java', 'here -> https://medium.com/@visrow/selenium-and-ai-ui-validations-with-ai-1799ab2f305e']",7,0,0,1.0,"[org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin,org.jacoco:jacoco-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,1.0,0.0,99.0
oviva-ag/ehealthid-relying-party,21,4,44,67.0,12933,23.875,5.758414360508602,23,6,"['federation', 'openid', 'party', 'relying', 'idp']",12,0,0,"['![Quality Gate Status -> https://sonarcloud.io/api/project_badges/measure?project=oviva-ag_ehealthid-relying-party&metric=alert_status&token=ee904c8acea811b217358c63297ebe91fd6aee14', '![Coverage -> https://sonarcloud.io/api/project_badges/measure?project=oviva-ag_ehealthid-relying-party&metric=coverage&token=ee904c8acea811b217358c63297ebe91fd6aee14', 'registered within the OpenID federation -> https://wiki.gematik.de/pages/viewpage.action?pageId=544316583', 'Gematik documentation -> https://wiki.gematik.de/pages/viewpage.action?pageId=544316583', 'AppFlow -> https://wiki.gematik.de/display/IDPKB/App-App+Flow#AppAppFlow-0-FederationMaster', 'FusionAuth -> https://fusionauth.io/', 'OpenID Federation Spec -> https://openid.net/specs/openid-federation-1_0.html', 'Gematik Fachdienst Specifications -> https://gemspec.gematik.de/docs/gemSpec/gemSpec_IDP_FD/latest/', 'Gematik Fedmaster Specification -> https://gemspec.gematik.de/docs/gemSpec/gemSpec_IDP_FedMaster/latest/', 'Gematik Sectoral IDP Specifications -> https://gemspec.gematik.de/docs/gemSpec/gemSpec_IDP_Sek/latest/', 'AppFlow - Authentication flow to implement -> https://wiki.gematik.de/display/IDPKB/App-App+Flow#AppAppFlow-0-FederationMaster', 'Sektoraler IDP - Examples & Reference Implementation -> https://wiki.gematik.de/display/IDPKB/Sektoraler+IDP+-+Referenzimplementierung+und+Beispiele']",12,0,0,5.0,"[com.diffplug.spotless:spotless-maven-plugin,maven-assembly-plugin,maven-dependency-plugin,maven-site-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-clean-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:flatten-maven-plugin,org.jacoco:jacoco-maven-plugin]",0.0,4.0,1.0,197.0
microcks/microcks-testcontainers-java-spring-demo,0,0,5,11.0,1111,41.0,5.2317073170731705,3,0,"['microcks', 'step', 'write', 'test', 'license']",0,0,1,[],0,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,0.0
manusa/helm-java,12,10,2,64.0,28973,38.12,5.506033578174187,40,34,"['equivalent', 'chart', 'release', 'show', 'java']",2,0,0,"['`helm create` -> https://helm.sh/docs/helm/helm_create/', '`helm dependency` -> https://helm.sh/docs/helm/helm_dependency/', '`helm dependency build` -> https://helm.sh/docs/helm/helm_dependency_build/', '`helm dependency list` -> https://helm.sh/docs/helm/helm_dependency_list/', '`helm dependency update` -> https://helm.sh/docs/helm/helm_dependency_update/', '`helm install` -> https://helm.sh/docs/helm/helm_install/', '`helm lint` -> https://helm.sh/docs/helm/helm_lint/', '`helm list` -> https://helm.sh/docs/helm/helm_list/', '`helm package` -> https://helm.sh/docs/helm/helm_package/', '`helm push` -> https://helm.sh/docs/helm/helm_push/', '`helm registry` -> https://helm.sh/docs/helm/helm_registry/', '`helm registry login` -> https://helm.sh/docs/helm/helm_registry_login/', '`helm registry logout` -> https://helm.sh/docs/helm/helm_registry_logout/', '`helm repo` -> https://helm.sh/docs/helm/helm_repo/', '`helm repo add` -> https://helm.sh/docs/helm/helm_repo_add/', '`helm repo list` -> https://helm.sh/docs/helm/helm_repo_list/', '`helm repo remove` -> https://helm.sh/docs/helm/helm_repo_remove/', '`helm repo update` -> https://helm.sh/docs/helm/helm_repo_update/', '`helm search` -> https://helm.sh/docs/helm/helm_search/', '`helm search repo` -> https://helm.sh/docs/helm/helm_search_repo/', '`helm show` -> https://helm.sh/docs/helm/helm_show/', '`helm show all` -> https://helm.sh/docs/helm/helm_show_all/', '`helm show chart` -> https://helm.sh/docs/helm/helm_show_chart/', '`helm show crds` -> https://helm.sh/docs/helm/helm_show_crds/', '`helm show readme` -> https://helm.sh/docs/helm/helm_show_readme/', '`helm show values` -> https://helm.sh/docs/helm/helm_show_values/', '`helm template` -> https://helm.sh/docs/helm/helm_template/', '`helm test` -> https://helm.sh/docs/helm/helm_test/', '`helm uninstall` -> https://helm.sh/docs/helm/helm_uninstall/', '`helm upgrade` -> https://helm.sh/docs/helm/helm_upgrade/', '`helm version` -> https://helm.sh/docs/helm/helm_version/', 'GitHub release -> https://github.com/manusa/helm-java/releases/new', 'RELEASE', 'RELEASE']",34,0,0,8.0,"[maven-jar-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,7.0,1.0,119.0
amaseng/myinvois-open-sdk,0,0,6,5.0,635,20.4,4.901960784313726,3,0,"['software', 'term', 'license', 'user', 'use']",0,0,0,[],0,0,0,1.0,[],0.0,1.0,0.0,0.0
jon-mil-92/DisplayHotKeys,8,0,1,0.0,10300,16.760416666666668,4.648850217526414,29,0,"['display', 'key', 'hot', 'mode', 'application']",2,0,0,"['disable UAC', 'x', 'x', 'x', 'x', 'x', 'open issues', 'MIT License', 'MIT License', 'Material Design Icons', 'PayPal Donate Button', 'SystemTray', 'Ini4j', 'Apache Maven Assembly Plugin', 'Maven Compiler Plugin', 'launch4j', 'Inno Setup', 'disable UAC', 'open issues', 'Material Design Icons', 'PayPal Donate Button', 'SystemTray', 'Ini4j', 'Apache Maven Assembly Plugin', 'Maven Compiler Plugin', 'launch4j', 'Inno Setup', 'MIT License']",28,0,0,1.0,"[maven-compiler-plugin,org.apache.maven.plugins:maven-assembly-plugin]",0.0,1.0,0.0,0.0
ZahidFKhan/Streams-API-Practices,0,0,1,1.0,400,5.818181818181818,4.234375,2,0,"['use', 'fork', 'repository', 'remove', 'tag']",0,0,0,[],0,0,0,1.0,[org.apache.maven.plugins:maven-surefire-plugin],0.0,1.0,0.0,95.0
Lambdua/openai4j,22,3,1,21.0,29180,40.41095890410959,6.978305084745763,16,15,"['api', 'example', 'openai', 'code', 'library']",12,1,0,['Maven Central -> https://img.shields.io/maven-central/v/io.github.lambdua/service?color=blue'],1,0,0,5.0,"[org.apache.maven.plugins:maven-clean-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,4.0,1.0,111.0
thomasmueller/bau-lang,0,0,1,1.0,16486,17.441860465116278,4.472444444444444,50,0,"['type', 'function', 'supported', 'exception', 'language']",3,0,0,"['i', 'i', 'i']",3,0,0,1.0,[],0.0,1.0,0.0,76.0
jd-opensource/joylive-agent,8,17,8,55.0,3359,14.606060606060606,5.3879668049792535,13,0,"['governance', 'view', 'agent', 'architecture', 'traffic']",3,0,0,"['![Build -> https://github.com/jd-opensource/joylive-agent/actions/workflows/build.yml/badge.svg', 'License -> https://img.shields.io/github/license/jd-opensource/joylive-agent.svg', '![Maven Central -> https://img.shields.io/maven-central/v/com.jd.live/joylive-agent.svg?label=maven%20central', '![GitHub repo -> https://img.shields.io/badge/GitHub-repo-blue', '![GitHub release -> https://img.shields.io/github/release/jd-opensource/joylive-agent.svg', '![Percentage of issues still open -> http://isitmaintained.com/badge/open/jd-opensource/joylive-agent.svg', '![Slack Status -> https://img.shields.io/badge/slack-join_chat-white.svg?logo=slack&style=social', 'joylive-injector -> https://github.com/jd-opensource/joylive-injector']",8,0,0,131.0,"[com.mycila:license-maven-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-checkstyle-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-source-plugin,org.codehaus.mojo:flatten-maven-plugin,org.codehaus.mojo:versions-maven-plugin,org.springframework.boot:spring-boot-maven-plugin,org.xolstice.maven.plugins:protobuf-maven-plugin]",0.0,99.0,32.0,23.0
harryjackson/llm.java,0,0,3,0.0,2075,16.136363636363637,4.453521126760563,5,5,"['running', 'version', 'work', 'step', 'jvm']",1,0,0,"['Llm.c code that lives here -> https://github.com/karpathy/llm.c', 'karpathy -> https://github.com/karpathy', 'llm.c repository -> https://github.com/karpathy/llm.c']",3,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-surefire-plugin]",0.0,1.0,0.0,5.0
WolfLink-DevTeam/lite-etl,0,1,1,0.0,4620,56.3,5.902309058614565,11,7,"['etl', 'lite', 'data', 'github', 'writer']",1,0,0,"['开源协议 -> https://img.shields.io/github/license/WolfLink-DevTeam/lite-etl?style=for-the-badge', 'Stars -> https://img.shields.io/github/stars/WolfLink-DevTeam/lite-etl?style=for-the-badge', 'Last Commit -> https://img.shields.io/github/last-commit/WolfLink-DevTeam/lite-etl?style=for-the-badge', '![Star History Chart -> https://api.star-history.com/svg?repos=WolfLink-DevTeam/lite-etl&type=Date', 'image -> https://github.com/WolfLink-DevTeam/lite-etl/blob/master/img/Pipeline%20Architecture.png']",5,0,0,1.0,[],0.0,1.0,0.0,0.0
oussemamansouri/Labs-Spring-Boot-for-campusna,0,0,1,0.0,461,23.0,5.565217391304348,1,0,"['spring', 'boot', 'lab', 'campusna', 'project']",0,0,0,[],0,0,0,9.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,9.0,0.0,0.0
YunaBraska/streamline,17,1,1,0.0,5794,23.17241379310345,6.561011904761905,7,2,"['stream', 'java', 'streamline', 'concurrent', 'thread']",2,0,0,"['build_link', 'maintainable_link', 'coverage_link', 'issues_link', 'commit_link', 'dependency_link', 'license_link', 'central_link', 'tag_link', 'javadoc_link', 'size_shield', 'Label -> label_shield', 'Label -> java_version', 'for', 'Sequential', 'Parallel', 'Ordered', 'Unordered', '2 Threads', 'build_shield', 'build_link', 'maintainable_shield', 'maintainable_link', 'coverage_shield', 'coverage_link', 'issues_shield', 'issues_link', 'commit_shield', 'commit_link', 'license_shield', 'license_link', 'dependency_shield', 'dependency_link', 'central_shield', 'central_link', 'tag_shield', 'tag_link', 'javadoc_shield', 'javadoc_link', 'size_shield', 'label_shield', 'gitter_shield', 'gitter_link', 'java_version']",44,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-scm-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.jacoco:jacoco-maven-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,1.0
microsoft/semantic-kernel-java,4,65,7,93.0,5661,22.54054054054054,5.407673860911271,8,0,"['semantic', 'kernel', 'java', 'learn', 'openai']",0,0,0,"['![Builds -> https://github.com/microsoft/semantic-kernel-java/actions/workflows/java-build.yml/badge.svg?branch=main', '![License: MIT -> https://img.shields.io/github/license/microsoft/semantic-kernel', '![Discord -> https://img.shields.io/discord/1063152441819942922?label=Discord&logo=discord&logoColor=white&color=d82679', 'Microsoft Learn -> https://learn.microsoft.com/en-us/semantic-kernel/overview/?tabs=Java&pivots=programming-language-java', 'Semantic Kernel -> https://learn.microsoft.com/en-us/semantic-kernel/overview/', 'OpenAI -> https://platform.openai.com/docs/introduction', 'Azure OpenAI -> https://azure.microsoft.com/en-us/products/ai-services/openai-service', 'Hugging Face -> https://huggingface.co/', 'plugins -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/plugins??tabs=Java&pivots=programming-language-java', 'few lines of code -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/chaining-functions?tabs=Java&pivots=programming-language-java#using-the-runasync-method-to-simplify-your-code', 'planners -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/planner?tabs=Java&pivots=programming-language-java', 'microsoft/semantic-kernel -> https://github.com/microsoft/semantic-kernel', 'Orchestrating plugins with planner -> https://learn.microsoft.com/en-us/semantic-kernel/media/kernel-infographic.png', 'Start learning how to use Semantic Kernel -> https://learn.microsoft.com/en-us/semantic-kernel/get-started/quick-start-guide?tabs=Java&pivots=programming-language-java', 'Overview of the kernel -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/?tabs=Java&pivots=programming-language-java', 'Understanding AI plugins -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/plugins?tabs=Java&pivots=programming-language-java', 'Creating semantic functions -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/semantic-functions?tabs=Java&pivots=programming-language-java', 'Creating native functions -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/native-functions?tabs=Java&pivots=programming-language-java', 'Chaining functions together -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/chaining-functions?tabs=Java&pivots=programming-language-java', 'Auto create plans with planner -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/planner?tabs=Java&pivots=programming-language-java', 'Create and run a ChatGPT plugin -> https://learn.microsoft.com/en-us/semantic-kernel/ai-orchestration/chatgpt-plugins?tabs=Java&pivots=programming-language-java', 'documentation -> https://learn.microsoft.com/en-us/semantic-kernel/overview/?tabs=Java&pivots=programming-language-java', 'contribute -> https://learn.microsoft.com/en-us/semantic-kernel/support/contributing?tabs=Java&pivots=programming-language-java', 'Discord community -> https://aka.ms/SKDiscord', 'blog -> https://aka.ms/sk/blog', '![semantic-kernel contributors -> https://contrib.rocks/image?repo=microsoft/semantic-kernel-java', 'Microsoft Open Source Code of Conduct -> https://opensource.microsoft.com/codeofconduct/', 'Code of Conduct FAQ -> https://opensource.microsoft.com/codeofconduct/faq/']",28,0,0,23.0,"[com.diffplug.spotless:spotless-maven-plugin,com.github.spotbugs:spotbugs-maven-plugin,maven-assembly-plugin,org.apache.maven.plugins:maven-antrun-plugin,org.apache.maven.plugins:maven-changes-plugin,org.apache.maven.plugins:maven-checkstyle-plugin,org.apache.maven.plugins:maven-clean-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-jxr-plugin,org.apache.maven.plugins:maven-pmd-plugin,org.apache.maven.plugins:maven-project-info-reports-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-site-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.apache.rat:apache-rat-plugin,org.codehaus.mojo:animal-sniffer-maven-plugin,org.codehaus.mojo:exec-maven-plugin,org.codehaus.mojo:license-maven-plugin,org.codehaus.mojo:versions-maven-plugin,org.commonjava.maven.plugins:directory-maven-plugin,org.jacoco:jacoco-maven-plugin,org.mutabilitydetector:MutabilityDetector4FindBugs]",0.0,16.0,7.0,157.0
